T_in,pres_in,qv_in,qc_i,L,Cp,T_out,qv_out,qc_out,delta T,delta qv,delta qc
239.6678971671892,49371.813201401834,3.942366283252597e-06,0.004298590908130125,2500000.0,1004.5,239.66625285930718,4.603049190249521e-06,0.004297930225223128,0.001644307882031626,-6.606829069969247e-07,6.606829069969941e-07
204.62753313629437,62714.56440357283,1.3451509978031729e-08,0.0015312259065837375,2500000.0,1004.5,204.62741990016653,5.894978614376714e-08,0.0015311804083075718,0.00011323612784508441,-4.549827616573541e-08,4.549827616572022e-08
267.26031779574413,39949.80298489754,8.80752246812952e-05,0.00213570240825166,2500000.0,1004.5,267.3268677153145,6.13354669979276e-05,0.0021624421659350275,-0.06654991957037737,2.67397576833676e-05,-2.6739757683367452e-05
272.307975160209,6824.658558251346,0.00013397396906261806,0.004835923438449486,2500000.0,1004.5,271.33758375350516,0.0005238772362762417,0.0044460201712358625,0.9703914067038681,-0.00038990326721362366,0.00038990326721362323
305.50105917112006,13175.720693524283,0.0024095293303851247,0.0007481206798716989,2500000.0,1004.5,305.7795890805155,0.002297616012790035,0.0008600339974667888,-0.278529909395445,0.00011191331759508993,-0.00011191331759508993
285.0789944229124,75378.07239813704,8.388695423417535e-06,0.004824903442521888,2500000.0,1004.5,284.81337835202976,0.0001151132327040671,0.004718178905241239,0.2656160708826292,-0.00010672453728064957,0.00010672453728064954
248.31054130120813,48685.50008618083,7.999013142484118e-06,0.0028627426988303705,2500000.0,1004.5,248.3043896294531,1.0470754853655041e-05,0.0028602709571191997,0.006151671755020516,-2.4717417111709234e-06,2.471741711170764e-06
197.3933746528586,22573.566752227907,1.1219450815033424e-08,0.004082821692042247,2500000.0,1004.5,197.3932263170568,7.082077597839841e-08,0.004082762090717083,0.00014833580181061734,-5.960132516336499e-08,5.9601325163444185e-08
197.47711851837732,57392.64544997603,3.318045365521557e-08,0.0039027225438407736,2500000.0,1004.5,197.4771313014403,2.8044218952251657e-08,0.0039027276800754768,-1.2783062970811443e-05,5.136234702963915e-09,-5.136234703176368e-09
237.64870338410486,73141.63263068607,3.2128814561993757e-06,0.0004954971251718476,2500000.0,1004.5,237.65035504786675,2.549242956669651e-06,0.0004961607636713774,-0.0016516637618906316,6.636384995297245e-07,-6.636384995297546e-07
316.85645389796525,15185.363820387907,0.004045393443388337,0.0006947115889196409,2500000.0,1004.5,317.73260205319184,0.0036933571146182892,0.0010467479176896886,-0.8761481552265877,0.00035203632877004766,-0.00035203632877004766
222.29111964432457,65862.31837397255,6.037853572581568e-07,0.002647016649486472,2500000.0,1004.5,222.29124278083796,5.543091061782729e-07,0.002647066125737552,-0.0001231365133946838,4.947625107988383e-08,-4.947625108003492e-08
229.38809937369209,75216.28628190361,7.786347185930753e-07,0.0010237750983385608,2500000.0,1004.5,229.38739481052474,1.0617281992383873e-06,0.0010234920048579155,0.0007045631673463504,-2.83093480645312e-07,2.8309348064532724e-07
235.37432814785728,27572.980225224528,2.211699469374368e-06,0.0027146298063588765,2500000.0,1004.5,235.36642346585907,5.387800696254997e-06,0.0027114537051319957,0.007904681998212482,-3.176101226880629e-06,3.176101226880744e-06
244.6551163946587,56294.64915801594,2.9342827851342985e-06,0.004296674217984743,2500000.0,1004.5,244.64628293758082,6.483565839028653e-06,0.0042931249349308495,0.008833457077884077,-3.5492830538943544e-06,3.549283053893952e-06
229.32544881326606,64736.17368908612,3.772586064208258e-07,0.004994473353305954,2500000.0,1004.5,229.32333795186952,1.225402715554513e-06,0.00499362520919682,0.0021108613965452605,-8.481441091336872e-07,8.481441091338221e-07
287.2560341786125,54465.76326699534,7.034100698600917e-05,0.003287504730358974,2500000.0,1004.5,286.97387224928684,0.00018371367018905823,0.003174132067155925,0.282161929325639,-0.00011337266320304906,0.00011337266320304894
303.1806498060411,92928.40519390191,2.3210164156187456e-05,0.00029733405628801115,2500000.0,1004.5,302.5302120188004,0.0002845560670695059,3.59881533746927e-05,0.650437787240719,-0.00026134590291331845,0.00026134590291331845
241.68151711403482,58364.767889149676,8.126956407959499e-08,0.0017167134277362862,2500000.0,1004.5,241.66995566538012,4.726659633539215e-06,0.0017120680376668267,0.0115614486547031,-4.6453900694596195e-06,4.6453900694595415e-06
282.46929280427935,40586.456324111845,0.00026696245955849703,0.002170460532905935,2500000.0,1004.5,282.68654505503434,0.00017967050520513038,0.0022577524872593015,-0.21725225075499566,8.729195435336665e-05,-8.729195435336649e-05
303.10883910898553,72979.60435481429,0.000400065921872771,0.00027092149660415675,2500000.0,1004.5,303.20633388507724,0.000360892520839122,0.00031009489763780574,-0.09749477609170754,3.917340103364898e-05,-3.917340103364898e-05
239.37557547213527,70542.29769616926,2.7836341870833548e-06,0.003988476116003784,2500000.0,1004.5,239.37471015865233,3.131317144529049e-06,0.003988128433046339,0.0008653134829330611,-3.476829574456943e-07,3.4768295744530553e-07
228.992945033213,14354.002143787699,1.493122142758741e-06,0.0027364740836911833,2500000.0,1004.5,228.9833862789797,5.333829593697588e-06,0.0027326333762402446,0.00955875423329644,-3.840707450938847e-06,3.840707450938723e-06
284.31442654103546,94731.40388759079,2.8395157766999585e-06,0.0010229236838550032,2500000.0,1004.5,284.10478668424366,8.707281023564097e-05,0.0009386903893960622,0.20963985679179586,-8.423329445894101e-05,8.423329445894103e-05
240.75291503193685,85734.66822789464,4.003269167604246e-06,0.000488902415828854,2500000.0,1004.5,240.75555172831906,2.943844561227333e-06,0.000489961840435231,-0.002636696382211312,1.0594246063769132e-06,-1.0594246063769458e-06
307.4567854414612,59338.35752000683,0.0007934611888820955,0.001120569559079681,2500000.0,1004.5,308.0188229979474,0.0005676344986859389,0.0013463962492758375,-0.5620375564861888,0.00022582669019615656,-0.00022582669019615646
276.83259292244264,21045.21300760069,0.00017738332960993202,0.004380153206989719,2500000.0,1004.5,276.6892103271764,0.0002349944563879188,0.004322542080211733,0.14338259526624597,-5.761112677798679e-05,5.761112677798649e-05
232.16773841828154,40296.30556740658,2.9282412282619016e-06,0.0010356384712726435,2500000.0,1004.5,232.16841877432273,2.654874170912906e-06,0.0010359118383299925,-0.0006803560411867693,2.733670573489954e-07,-2.733670573489954e-07
210.73732597887465,28436.43384825424,1.0630129256972308e-08,0.0006227802077968247,2500000.0,1004.5,210.73658975236225,3.064459419361127e-07,0.0006224843919841456,0.0007362265124015721,-2.958158126791404e-07,2.9581581267911286e-07
277.4614057808761,5137.0560492007535,0.00022543221456985314,0.004199929991913551,2500000.0,1004.5,275.515046355683,0.0010074794316124358,0.0034178827748709683,1.9463594251930658,-0.0007820472170425827,0.0007820472170425828
285.710479051349,6132.760084336161,0.000803019436063838,0.0023324302876357272,2500000.0,1004.5,284.03025037688417,0.001478135317463803,0.001657314406235762,1.6802286744648427,-0.0006751158813999651,0.0006751158813999652
271.8705786301124,5082.453677804111,0.0008533327627355985,0.004716533275482716,2500000.0,1004.5,272.29838959745166,0.0006814383160586825,0.0048884277221596314,-0.42781096733926915,0.00017189444667691596,-0.00017189444667691563
220.66739492477606,12186.886610153097,9.881755625734282e-08,0.0001734954609987438,2500000.0,1004.5,220.66146000302763,2.4834691147837943e-06,0.00017111080944021736,0.005934921748433908,-2.3846515585264514e-06,2.384651558526448e-06
220.0799226659722,58220.33606619438,5.134338058313306e-08,0.000875981799702319,2500000.0,1004.5,220.07884261513973,4.853078050600676e-07,0.0008755478352778421,0.0010800508324564362,-4.3396442447693456e-07,4.339644244768983e-07
249.8328483318989,41677.92463885417,1.0541234215743718e-05,2.603390866437183e-05,2500000.0,1004.5,249.82420879025423,1.401260204856761e-05,2.256254083154794e-05,0.00863954164466918,-3.4713678328238917e-06,3.47136783282389e-06
260.939055129011,49697.76245488127,3.1482016559600436e-06,0.0035585786086395382,2500000.0,1004.5,260.87212127264024,3.0042225145737433e-05,0.003531684585149761,0.06693385637078109,-2.6894023489777388e-05,2.689402348977736e-05
242.4238335195635,29907.809353724246,2.2586712673539464e-06,0.000980024563954129,2500000.0,1004.5,242.4048190898932,9.898669108866738e-06,0.0009723845661126162,0.019014429670278332,-7.639997841512793e-06,7.6399978415128e-06
270.1789987955794,61435.096178929976,3.263349426169319e-05,4.4105034152284176e-05,2500000.0,1004.5,270.1365311252346,4.969700420622616e-05,2.7041524207751203e-05,0.042467670344763064,-1.7063509944532973e-05,1.7063509944532973e-05
260.19063327737615,23629.47413161058,8.158693409409725e-05,0.004998331082249675,2500000.0,1004.5,260.24564757264767,5.9482190253993594e-05,0.005020435826089778,-0.05501429527151913,2.2104743840103658e-05,-2.2104743840103448e-05
288.433920123131,44770.20237614605,0.0003419131816743601,0.003742481134412502,2500000.0,1004.5,288.6846279357083,0.00024117878258077965,0.0038432155335060827,-0.2507078125773319,0.00010073439909358042,-0.00010073439909358056
312.8073694199376,99902.84712072193,0.0004639049740953635,0.0021821480651210983,2500000.0,1004.5,312.83890733756414,0.0004512330387930089,0.002194820000423453,-0.031537917626565104,1.2671935302354623e-05,-1.2671935302354786e-05
291.11478131450866,9523.334657046242,0.0018167588398149137,0.004140762217331128,2500000.0,1004.5,292.2840884888079,0.0013469312171814681,0.004610589839964574,-1.169307174299263,0.0004698276226334456,-0.0004698276226334456
304.84573616897677,66277.37589246474,0.000529318375815718,0.00025955703909563477,2500000.0,1004.5,305.0709339149863,0.0004388339214690873,0.0003500414934422655,-0.2251977460095418,9.048445434663074e-05,-9.048445434663074e-05
261.6956107357558,41903.009793966085,3.202192305603591e-05,0.0016735133298130089,2500000.0,1004.5,261.68107846471764,3.786098955917388e-05,0.001667674263309871,0.014532271038149247,-5.839066503137974e-06,5.8390665031379536e-06
289.68344105685577,74978.5277212173,0.00014314106202832058,0.003156372996482268,2500000.0,1004.5,289.651520927264,0.00015596657009829087,0.0031435474884122976,0.03192012959175372,-1.2825508069970291e-05,1.2825508069970373e-05
211.82156653380136,38193.134791433986,2.6983767785529467e-07,0.0035571189221699803,2500000.0,1004.5,211.82158109375155,2.639874898715181e-07,0.003557124772357964,-1.4559950187731374e-05,5.850187983776576e-09,-5.850187983786476e-09
297.2253959231979,99021.36296441736,0.00014830241858065698,0.0012948497248811525,2500000.0,1004.5,297.1260000084804,0.00018823969711413428,0.0012549124463476754,0.09939591471749054,-3.9937278533477296e-05,3.993727853347719e-05
300.56029554775506,36649.20379366529,0.00033130385173324765,0.0007665582718051456,2500000.0,1004.5,299.84129415127643,0.0006201986128383728,0.0004776635107000205,0.7190013964786317,-0.00028889476110512515,0.00028889476110512515
296.8113412537584,5259.280084292314,0.0005806032833121335,0.0045396036945751774,2500000.0,1004.5,289.60705921855674,0.003475283805056181,0.00164492317283113,7.204282035201686,-0.0028946805217440474,0.0028946805217440474
221.99740695913937,12506.837362128468,4.144587327627306e-06,0.0029330544562789595,2500000.0,1004.5,222.00069750672657,2.8224453070897952e-06,0.002934376598299497,-0.003290547587198489,1.322142020537511e-06,-1.3221420205374729e-06
233.37133540552455,59844.5393954002,2.2678774897782152e-06,0.0041770441485524555,2500000.0,1004.5,233.3719415101802,2.0243446391359777e-06,0.004177287681403098,-0.0006061046556453675,2.4353285064223756e-07,-2.4353285064254715e-07
286.70583727437804,17934.899689916703,0.0006673623651290818,0.0007793531617608074,2500000.0,1004.5,287.02624798144114,0.0005386213430311211,0.0009080941838587682,-0.32041070706310393,0.00012874102209796076,-0.00012874102209796076
192.12475067713729,43190.63424417707,2.4010797318368603e-08,0.0020440295926118417,2500000.0,1004.5,192.12475655268267,2.1650003182168828e-08,0.002044031953405978,-5.875545383560166e-06,2.3607941361997754e-09,-2.360794136135186e-09
265.26738734264563,22826.338708871273,0.00010817834985646801,0.0019273090820950162,2500000.0,1004.5,265.30742097395637,9.209283679580875e-05,0.0019433945951556754,-0.04003363131073456,1.6085513060659258e-05,-1.6085513060659163e-05
215.94290756708187,76316.41895906444,1.4051172515020723e-07,0.000716434989548439,2500000.0,1004.5,215.9426982731174,2.2460604007279283e-07,0.0007163508952335165,0.00020929396447399995,-8.40943149225856e-08,8.40943149225384e-08
311.21581686107754,22097.341012959067,0.0006831489788983359,0.00045009146594061634,2500000.0,1004.5,310.0956290414145,0.0011332404448389523,0.0,1.1201878196630446,-0.0004500914659406164,0.00045009146594061634
210.13479773711262,31414.385254125813,2.723922231867848e-07,0.003682814603905362,2500000.0,1004.5,210.13483974884866,2.5551190764295637e-07,0.0036828314842209057,-4.201173604201358e-05,1.6880315543828406e-08,-1.688031554380326e-08
193.69887459430964,86660.42749851038,1.0213267544950433e-08,0.004267765487740349,2500000.0,1004.5,193.6988660695525,1.3638514964882335e-08,0.004267762062492929,8.524757134864558e-06,-3.4252474199319015e-09,3.425247419898414e-09
278.91983780136314,64622.630157113395,5.377081909001461e-05,0.002414954490977874,2500000.0,1004.5,278.8333330795722,8.852841630561653e-05,0.0023801968937622723,0.08650472179095914,-3.475759721560192e-05,3.47575972156019e-05
225.6455815949842,60433.19516786454,4.3121065634457306e-07,0.0037244579573356023,2500000.0,1004.5,225.64446305334448,8.806406871849562e-07,0.003724008527304762,0.0011185416397268,-4.4943003084038313e-07,4.4943003084038646e-07
300.32801351712124,92366.50663624775,7.714842783916464e-05,0.004176635331898248,2500000.0,1004.5,299.91621428875675,0.00024260935779602438,0.004011174401941388,0.4117992283644867,-0.00016546092995685976,0.00016546092995685987
217.88607668196096,23462.30021205841,3.879813917600297e-07,0.00012624447323058562,2500000.0,1004.5,217.88473457356264,9.272405462051956e-07,0.00012570521407614046,0.001342108398318942,-5.392591544451659e-07,5.392591544451666e-07
297.3604147322134,13892.755973479609,0.0017581821401417518,0.0006098006533582972,2500000.0,1004.5,298.3635073184983,0.001355139538972495,0.0010128432545275538,-1.003092586284879,0.0004030426011692567,-0.00040304260116925657
313.3304814248304,79912.9390501707,0.00034322071998649917,0.0009362769734566557,2500000.0,1004.5,312.74071293437044,0.0005801896994533161,0.0006993079939898387,0.58976849045996,-0.0002369689794668169,0.00023696897946681695
235.25734562196376,60464.97129514694,1.918947356320448e-06,0.0022728134819043418,2500000.0,1004.5,235.25607854542588,2.4280587092396173e-06,0.0022723043705514226,0.001267076537885714,-5.091113529191693e-07,5.091113529191726e-07
309.49004348513506,86882.98460935998,0.00029917725955438734,0.004640616869848093,2500000.0,1004.5,309.15548002670374,0.0004336048571520874,0.004506189272250393,0.33456345843131885,-0.00013442759759770006,0.00013442759759769995
244.91754684090893,30497.138690259322,1.791834088357923e-05,0.003229987113151826,2500000.0,1004.5,244.9316215533423,1.2263121427856122e-05,0.003235642332607549,-0.014074712433369996,5.655219455723109e-06,-5.655219455722935e-06
253.01286660596375,60450.713583210825,1.4046896353613025e-05,0.0032722992611304924,2500000.0,1004.5,253.01607147694384,1.2759179193814363e-05,0.003273586978290291,-0.0032048709800847064,1.287717159798662e-06,-1.2877171597985501e-06
222.91800588614262,20388.93700420682,1.0126480980485947e-06,0.0008282460226591432,2500000.0,1004.5,222.91573960478925,1.9232399458349555e-06,0.0008273354308113568,0.002266281353371369,-9.105918477863608e-07,9.105918477863998e-07
245.64814492489992,81225.3242238969,1.0834285767693613e-06,0.0014043476760015373,2500000.0,1004.5,245.63858211052283,4.925767393488217e-06,0.0014005053371848185,0.009562814377090945,-3.8423388167188555e-06,3.8423388167188165e-06
199.32240283614715,51229.72153946538,1.7878591264979474e-08,0.0040574068568980885,2500000.0,1004.5,199.3223549310241,3.7126869708029216e-08,0.004057387608619645,4.7905123039981845e-05,-1.9248278443049742e-08,1.9248278443351197e-08
232.02051642284124,29982.887617923458,3.0296935323247226e-06,0.0012579616217913536,2500000.0,1004.5,232.01931130054848,3.5139116695515855e-06,0.0012574774036541267,0.0012051222927595973,-4.84218137226863e-07,4.84218137226846e-07
314.75243394464127,71246.05512433524,0.0009483104302244778,0.004156660417428625,2500000.0,1004.5,315.36592300932716,0.000701810524033689,0.004403160323619414,-0.6134890646858935,0.0002464999061907888,-0.0002464999061907889
219.04044401008275,55115.10193433165,3.058499782623276e-07,0.0007436985326115603,2500000.0,1004.5,219.04007688922528,4.5335913879667284e-07,0.000743551023451026,0.00036712085747581114,-1.4750916053434523e-07,1.4750916053430166e-07
213.2204305928588,65209.89421529578,1.283829440090171e-09,0.0013441910185909539,2500000.0,1004.5,213.21997112669277,1.8589733495305586e-07,0.001344006405085441,0.000459466166034872,-1.8461350551296569e-07,1.8461350551296322e-07
210.71366704079296,20178.96236107626,7.732908698484957e-08,0.0014798748487702918,2500000.0,1004.5,210.7127881620278,4.304625748198419e-07,0.0014795217152824569,0.0008788787651496932,-3.531334878349923e-07,3.5313348783496366e-07
303.8212949360258,86452.31927508701,0.00012843583627236273,0.001893151306477489,2500000.0,1004.5,303.351211393226,0.0003173154037693399,0.0017042717389805118,0.4700835427998413,-0.00018887956749697715,0.00018887956749697723
270.7361424119875,51075.74101963065,8.700974528504793e-05,0.003828169327327803,2500000.0,1004.5,270.7976309389409,6.23036551551548e-05,0.0038528754174576964,-0.06148852695343976,2.4706090129893136e-05,-2.470609012989334e-05
315.3562865712584,15418.287548544697,9.585603418805401e-05,0.0002751350230928312,2500000.0,1004.5,314.67153041622396,0.0003709910572808852,0.0,0.6847561550344494,-0.00027513502309283117,0.0002751350230928312
207.5743301038279,89953.78565704108,7.89837377944061e-08,0.00020458059590682087,2500000.0,1004.5,207.57437129469807,6.24332461542856e-08,0.000204597146398461,-4.119087017784295e-05,1.65504916401205e-08,-1.6550491640127422e-08
292.70672871299314,56340.793592918344,7.991197302803826e-05,0.004936123855673528,2500000.0,1004.5,292.28076427192286,0.00025106448545008097,0.004764971343251485,0.42596444107027764,-0.00017115251242204272,0.0001711525124220431
241.34823957086013,87848.0050922088,2.6275434202286263e-06,0.0007735262427819379,2500000.0,1004.5,241.34720834354908,3.0418905538019314e-06,0.0007731118956483645,0.0010312273110457681,-4.143471335733051e-07,4.143471335733102e-07
241.83654677821409,59170.24728026301,2.3397608333716164e-06,0.004160434912974063,2500000.0,1004.5,241.83059363737655,4.731732821892442e-06,0.004158042940985542,0.00595314083753351,-2.3919719885208255e-06,2.3919719885209453e-06
316.00900799773694,10297.618354804614,0.003315249455984468,0.002013649295860005,2500000.0,1004.5,311.25823572288823,0.005224109756018682,0.00010478899582579138,4.750772274848714,-0.0019088603000342137,0.0019088603000342137
295.00514549687966,14555.299791053538,0.001125640700213028,0.00048328554424565686,2500000.0,1004.5,295.01616008408854,0.0011212150390725118,0.00048771120538617307,-0.011014587208876492,4.425661140516207e-06,-4.425661140516207e-06
292.2311563791105,14397.069448132943,0.00021988911182383437,0.0011431211291321258,2500000.0,1004.5,290.4018261048812,0.0009549140160091547,0.0004080962249468055,1.829330274229278,-0.0007350249041853203,0.0007350249041853203
238.74947418091784,28260.136875271106,1.2193128016376435e-06,0.003483999478155492,2500000.0,1004.5,238.73420920651546,7.352779516512358e-06,0.003477866011440617,0.015264974402384723,-6.133466714874715e-06,6.133466714874827e-06
219.18997372293842,41706.13871645921,7.219614657440991e-08,0.0037439613286123093,2500000.0,1004.5,219.1886355637581,6.098685052222014e-07,0.0037434236562536617,0.001338159180306775,-5.376723586477915e-07,5.376723586475972e-07
305.80009842360766,63294.153229712756,0.0005594536416296032,0.00288085092059629,2500000.0,1004.5,305.985398320122,0.00048500014321014944,0.0029553044190157437,-0.18529989651432288,7.445349841945375e-05,-7.445349841945365e-05
255.0984339810816,30302.3908701394,6.904982384344904e-06,0.0028342752001448922,2500000.0,1004.5,255.03990877693408,3.0420409410820902e-05,0.0028107597731184164,0.05852520414751439,-2.3515427026476e-05,2.3515427026475806e-05
242.82956562976656,21866.7718107739,5.593292766898406e-06,0.00019541767843595404,2500000.0,1004.5,242.8084725217077,1.4068503584944166e-05,0.0001869424676179083,0.021093108058863663,-8.475210818045759e-06,8.475210818045749e-06
225.0010069243714,34518.483659268364,1.6221302943022422e-06,0.0032523419624653233,2500000.0,1004.5,225.00147132615308,1.435533658428678e-06,0.003252528559101197,-0.0004644017816701762,1.8659663587356415e-07,-1.8659663587362874e-07
213.54907129490854,11090.601233269643,1.5732671279616812e-07,3.9602469559685274e-05,2500000.0,1004.5,213.54662397496242,1.1406598671520995e-06,3.8619136405329344e-05,0.0024473199461283457,-9.833331543559315e-07,9.833331543559302e-07
221.99763324070096,60043.15315609268,6.477199841540846e-07,0.0032889220743885002,2500000.0,1004.5,221.99778206744907,5.879213967632739e-07,0.003288981872975891,-0.00014882674810223762,5.979858739081073e-08,-5.979858739083022e-08
209.53556647370056,64851.47536319225,9.900423745461819e-08,0.0003992727486203729,2500000.0,1004.5,209.53552922567582,1.1397049378995597e-07,0.0003992577823640375,3.7248024739255925e-05,-1.496625633533778e-08,1.496625633536433e-08
266.2704456106658,23289.775009390556,0.00013189540819008496,0.0011180987654574588,2500000.0,1004.5,266.3559656934781,9.753343891610778e-05,0.001152460734731436,-0.08552008281230883,3.436196927397718e-05,-3.4361969273977166e-05
247.57875132646552,59517.672906795095,8.798923005141747e-06,0.003400345712922585,2500000.0,1004.5,247.5806951367669,8.017900026049929e-06,0.003401126735901677,-0.0019438103013840191,7.810229790918178e-07,-7.810229790917653e-07
279.8964051862147,80698.84702835577,4.319617797866187e-05,0.00020090625491837543,2500000.0,1004.5,279.8151735394582,7.583505364541296e-05,0.00016826737925162435,0.08123164675646422,-3.2638875666751094e-05,3.263887566675109e-05
280.6349482129409,95242.210451063,6.643774518490911e-05,0.0024931794126500173,2500000.0,1004.5,280.63207664621876,6.759154069387231e-05,0.002492025617141054,0.002871566722149055,-1.1537955089631943e-06,1.1537955089632214e-06
232.9076896035636,28025.175283104483,3.4416529132720596e-06,0.0004412665901958013,2500000.0,1004.5,232.90599821008217,4.121254814113065e-06,0.0004405869882949603,0.001691393481422665,-6.796019008410054e-07,6.796019008410291e-07
265.50883064322113,97034.48809599377,3.004978522335809e-05,0.0001818671439175057,2500000.0,1004.5,265.5286893025918,2.2070575888245403e-05,0.0001898463532526184,-0.019858659370640908,7.979209335112686e-06,-7.979209335112693e-06
315.6589380653522,14861.056924880171,0.003933515109145586,0.0027983932983810943,2500000.0,1004.5,316.62648409450037,0.003544755114633851,0.003187153292892829,-0.9675460291481954,0.0003887599945117349,-0.0003887599945117349
